Client Name,Lobbyist,ABN
Intercare Training,Counsel House Pty Ltd,35 631 919 009
Infoxchange,Spring Street Advisory,92 603 411 650
Indra Australia,CMAX Advisory,73 130 740 546
Indigo Group,Next Level Strategic Services,27 613 857 668
Inderjit Pal Singh Jaiswal,Commercial Licensing Specialists,33 134 318 595
Independent Higher Education Australia,TG Public Affairs,23630677673
INDEPENDENT FOOTBALL AUSTRALIA LIMITED,Walsh Stevens,18084661441
In Roma Pty Ltd,Commercial Licensing Specialists,33 134 318 595
In Queensland Media,Hawker Britton,79 109 681 405
Impossible Foods,TG Public Affairs,23630677673
Imperium Tourism Holdings Pty Ltd,Anacta Strategies Pty Ltd,64 633 978 677
Iluka Resources Limited,TG Public Affairs,23630677673
Ignition Advice,DPG Advisory Solutions Pty Ltd,14 634 403 115
IFM Investors Pty Ltd,TG Public Affairs,23630677673
iFarm,TG Public Affairs,23630677673
iEDM,Jutsum Advisory Pty Ltd,68 973 583 422
Iedm,Staerk Government and Media,32 844 592 574
Identity Systems Australia,Christmas Jalili,26614088881
Idemitsu Australia Pty Ltd,CRISIS&COMMS CO,56 637 786 899
ICS Service Solutions,Hawker Britton,79 109 681 405
Iconport Pty Ltd ,Commercial Licensing Specialists,33 134 318 595
Icon,Jutsum Advisory Pty Ltd,68 973 583 422
Icon Energy,Staerk Government and Media,32 844 592 574
Katsunori Hasegawa,Commercial Licensing Specialists,33 134 318 595
Hyundai Rotem Company,Anacta Strategies Pty Ltd,64 633 978 677
INTERNATIONAL SOS (AUSTRALASIA) PTY. LTD.,CMAX Advisory,73 130 740 546
Hydrogen Mobility  Australia Ltd,Primary Communication,36617864347
Infrastructure Finance Australia Pty Ltd,TG Public Affairs,23630677673
Hutchison Ports Australia,Barton Deakin,65 140 067 287
Huntsman Property Pty Ltd,Anacta Strategies Pty Ltd,64 633 978 677
Jondoral Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Humanetix Pty Limited (ABN 58 147 390 056),Australian Public Affairs,20 098 705 403
Huhtamaki Oyj,GRACosway Pty Ltd,50 082 123 822
HUBSPOT AUSTRALIA PTY LTD,Sling and Stone,87 145 965 466
HRS Group,Richardson Coutts Pty Ltd,20 126 507 211
HRC ANZ Hodings Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Ipswich RSL,Zealifi,66 129 799 408
Horton Park Golf Club Maroochydore Inc,DWS Hospitality Specialists,50 113 985 247
HYPETAP PTY LTD,Sling and Stone,87 145 965 466
Honeycombes Property Group,Next Level Strategic Services,27 613 857 668
HVP Plantations,Porter Novelli Australia Pty Ltd,40079616050
Hologic (Australia),CMAX Advisory,73 130 740 546
Holmwood Highgate,BB Win Win Outcomes,91 671 079 056
Holey Moley Australia Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Holding Redlich,Hawker Britton,79 109 681 405
HM Developments Qld Pty Ltd,Project Urban Pty Ltd,97 608 895 923
Horn Watson,PolicyWonks,50 463 070 316
Hertz,SEC Newgate,38162366056
Homes for Homes Limited,Antinomies Advisory Ptd Ltd,35 441 514 971
Heritage Minerals,PolicyWonks,50 463 070 316
Hensoldt Australia,Pynfall Pty Ltd,39 008 566 943
Helitak Fire Fighting Equipment Pty Ltd,Strategic Pathways Consulting,ABN 56242935104
Helensvale Property Development Pty Ltd,Spring Street Advisory,92 603 411 650
Helensvale Bowls Club Ltd ,Commercial Licensing Specialists,33 134 318 595
Hillcrest Christian College,Staerk Government and Media,32 844 592 574
Heart of Australia,Kurrajong Strategic Counsel,14 625 954 912
Heart Foundation,SEC Newgate,38162366056
Healthy Bones Australia,Nexus APAC Pty Ltd,76 615 655 699
Healthscope,Promedia Public Relations,52 010 453 826
Healthscope Operations Pty Ltd,GRACosway Pty Ltd,50 082 123 822
Healthcare Logic Pty Ltd,Santoro Consulting,21 131 482 230
HDI-BB Pty Ltd,Rowland Pty Ltd,59 011 033 364
Helbiz,Michelson Alexander Pty Ltd,50 660 359 866
HCF,Ogilvy PR Agency Pty Limited,89 096 965 794
HBPharmacy,BB Win Win Outcomes,91 671 079 056
Hardwork Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Hanwha Energy Australia,Spring Street Advisory,92 603 411 650
Hanson Pty Ltd,Rowland Pty Ltd,59 011 033 364
Hanseath Pty Ltd,Project Urban Pty Ltd,97 608 895 923
Hancock Prospecting Pty Ltd,PolicyWonks,50 463 070 316
InvoCare Australia,Alistair Nicholas Consulting Pty Ltd,81 655 939 852
HANCOCK COAL PTY LTD,Forrester Consulting,48 697 260 710
Haemophilia Foundation Australia,Ogilvy PR Agency Pty Limited,89 096 965 794
Habitat Development Group,Next Level Strategic Services,27 613 857 668
H&R Block,Nexus APAC Pty Ltd,76 615 655 699
Gundwane P/L atf the BFG Trust ,Commercial Licensing Specialists,33 134 318 595
HELMONT ENERGY PTY LTD,Walsh Stevens,18084661441
Inghams,Preferment Associates,30432308596
Halcyon,Project Urban Pty Ltd,97 608 895 923
Group of 100  inc.,Woodhill Communication Pty Ltd,62 613 694 189
Grosvenor Holdings (QLD) Pty Ltd ,Commercial Licensing Specialists,33 134 318 595
Grocon Pty Ltd,Profile Consulting (Aust) Pty Ltd,47 166 122 434
Grill'd Pty Ltd,Liquor Licensing Consultants,58 679 042 968
GUN CONTROL AUSTRALIA LTD,Walsh Stevens,18084661441
Ichiba Retail Pty Ltd,Liquor Licensing Consultants,58 679 042 968
GreyScan Pty Ltd,TG Public Affairs,23630677673
Greg Clark,Project Urban Pty Ltd,97 608 895 923
HCL,The PR Counsel Pty Ltd,27611490325
Greenex Pty Ltd,Cornerstone Group,9915 3936 719
GreenCollar,Social Impact (Qld),13 112 982 323
Grifols Australia,Statecraft Pty Ltd,90 116 598 924
Gulf Coast Group,SAS Group,33 136 520 548
Graymont,Hawker Britton,79 109 681 405
Gravitytech Group,Anacta Strategies Pty Ltd,64 633 978 677
Granville Hotel (Qld) Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Granite Belt Water Limited,Anacta Strategies Pty Ltd,64 633 978 677
Greenbank RSL,DWS Hospitality Specialists,50 113 985 247
GrainCorp,Taylor Connect,39 632 234 916
GR & R Martin Enterprises Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Goomeri Motel,Jacaranda Advisory,41 673 550 487
Google Australia,TG Public Affairs,23630677673
Goodstart Early Learning,TG Public Affairs,23630677673
Gondwana Testing Technology Circuits Queensland,Anacta Strategies Pty Ltd,64 633 978 677
Greenvale Mining,Staerk Government and Media,32 844 592 574
Golf Queensland,Next Level Strategic Services,27 613 857 668
Golding Contractors Pty Ltd,Cannings Purple,37 108 802 366
Hunter Institute of Mental Health,Primary Communication,36617864347
Goldfields,PolicyWonks,50 463 070 316
Goa Billboards,Govstrat Pty Ltd,64 964 952 044
Go1,Hawker Britton,79 109 681 405
Golf Australia,Next Level Strategic Services,27 613 857 668
GJMY Pty Ltd,Liquor Licensing Consultants,58 679 042 968
GJ & PM Investments Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Group of 100 Incorporated,Profile Consulting (Aust) Pty Ltd,47 166 122 434
Ginger N Garlic Curry House Pty Ltd,Precise Hospitality Licensing,46220117164
Gilmour Space,CRISIS&COMMS CO,56 637 786 899
Gillz Food Pty Ltd,Precise Hospitality Licensing,46220117164
gess education,BB Win Win Outcomes,91 671 079 056
Glencore Holdings Australia Pty Ltd,Nexus APAC Pty Ltd,76 615 655 699
Geon Property,BBS Communications Group Pty Ltd,34 010 899 779
Genex Power Limited,PremierNational,71 619 450 841
Green Chilies Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Good Shepherd AUNZ,Michelson Alexander Pty Ltd,50 660 359 866
General Atlantic Singapore Fund Pte. Ltd,GRACosway Pty Ltd,50 082 123 822
Genamson Pty Ltd,Narration,29010732368
GemLife,Staerk Government and Media,32 844 592 574
GCHKP Pty Ltd,Jutsum Advisory Pty Ltd,68 973 583 422
HPPL,CRISIS&COMMS CO,56 637 786 899
Gasparin Group Pty Ltd,GR Solutions,28 125 233 543
Gas Industry Alliance,Primary Communication,36617864347
Gas Energy Australia,Next Level Strategic Services,27 613 857 668
Gary Smithers ,Commercial Licensing Specialists,33 134 318 595
Gardian Technologies,Northstar Public Affairs Pty Ltd,25 638 744 046
GCB Constructions Pty Ltd,BBS Communications Group Pty Ltd,34 010 899 779
GAMA Healthcare,Nexus APAC Pty Ltd,76 615 655 699
Goals A+N,Richardson Coutts Pty Ltd,20 126 507 211
G.V Freire & S Thurairaja,Precise Hospitality Licensing,46220117164
Gilead Sciences,Ogilvy PR Agency Pty Limited,89 096 965 794
FZZ Pty Ltd ATF The Crust Pizza B H Unit Trust ,Commercial Licensing Specialists,33 134 318 595
Geotourism Forum of Ecotourism Australia,Leisure Solutions,61 982 432 138
Fuller Sports Club Edmonton,Jacaranda Advisory,41 673 550 487
"Gansons Pty Ltd, Ganboys Pty Ltd and Ganbros Pty Ltd",Social Impact (Qld),13 112 982 323
Fujitsu Queensland,Hawker Britton,79 109 681 405
Frederick Dodd Kitson Ericsen-Miller,Commercial Licensing Specialists,33 134 318 595
Fortress Procurement,Jutsum Advisory Pty Ltd,68 973 583 422
G.A.A Pty Ltd atf The G.A.A Asset Trust,Commercial Licensing Specialists,33 134 318 595
Fortescue Metals Group,Spring Street Advisory,92 603 411 650
Future Battery Industries Cooperative Research Centre,Cannings Purple,37 108 802 366
Fortem Australia,CMAX Advisory,73 130 740 546
GenesisCare,Nexus APAC Pty Ltd,76 615 655 699
Football Queensland,Anacta Strategies Pty Ltd,64 633 978 677
foodtuber Pty Ltd,Liquor Licensing Consultants,58 679 042 968
FOGS Queensland,Social Impact (Qld),13 112 982 323
FNB Winston Press Pty Ltd,Precise Hospitality Licensing,46220117164
FNB SCS Collective Pty Ltd,Precise Hospitality Licensing,46220117164
FRV Services Australia Pty Ltd,GRACosway Pty Ltd,50 082 123 822
General Mills Australia New Zealand,Porter Novelli Australia Pty Ltd,40079616050
Flow Power,Spring Street Advisory,92 603 411 650
Fortitude Amateur Boxing Club Inc.,Hawker Britton,79 109 681 405
Fletcher Building (Australia) Pty Ltd,GRACosway Pty Ltd,50 082 123 822
FIPRA,Richardson Coutts Pty Ltd,20 126 507 211
FIPRA International UK,FIPRA Australia,50 078 482 596
Gailes Golf Club,Anacta Strategies Pty Ltd,64 633 978 677
Feros Care,Promedia Public Relations,52 010 453 826
Federal Chamber of Automotive Industries,TG Public Affairs,23630677673
Flinders Port Holdings,TG Public Affairs,23630677673
Farmers for Climate Action Limited,PremierNational,71 619 450 841
Far East Consortium,Govstrat Pty Ltd,64 964 952 044
Griffith University,Nexus APAC Pty Ltd,76 615 655 699
Fairview Architectural,WELLS HASLEM MAYHEW STRATEGIC PUBLIC AFFAIRS,52 159 456 685
Facebook,DPG Advisory Solutions Pty Ltd,14 634 403 115
ForHealth Group (ABN 33 002 968 185),Australian Public Affairs,20 098 705 403
Exact Contracting Pty Ltd,TG Public Affairs,23630677673
Fay & Qing Pty Ltd,Precise Hospitality Licensing,46220117164
Event Enterprises Limited,Precise Hospitality Licensing,46220117164
ETSA Utilities,The Write Connection,55 073 965 616
Fortescue Future Industries,Spring Street Advisory,92 603 411 650
Essen Pty Ltd,Precise Hospitality Licensing,46220117164
Era Pastoral Pty Ltd,Jacaranda Advisory,41 673 550 487
Fluent Property Pty Ltd,Anacta Strategies Pty Ltd,64 633 978 677
EPTEC MARINE PTY LTD,PYNE AND PARTNERS,81 634 747 363
Epilepsy Queensland,Louise Ryan Consulting,59 783 540 387
Enzo's Cucina Surfers Paradise Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Environmental Leadership Australia Ltd,PremierNational,71 619 450 841
Environmental Defense Fund,Hawker Britton,79 109 681 405
Expedia Inc,Barton Deakin,65 140 067 287
Enterprise Corporation Pty Ltd,PYNE AND PARTNERS,81 634 747 363
ENTAIN,Govstrat Pty Ltd,64 964 952 044
Evie Networks,John Short,62880904917
Engineers Australia,MCM Strategic Communications Pty Ltd,63272133108
FMC Australasia Pty Ltd,TG Public Affairs,23630677673
Engie,Spring Street Advisory,92 603 411 650
Engie Services,Spring Street Advisory,92 603 411 650
ENGIE in Australia,TG Public Affairs,23630677673
Energy Developments Limited,Govstrat Pty Ltd,64 964 952 044
Enphase Energy,Spring Street Advisory,92 603 411 650
Endeavour Foundation,Nexus APAC Pty Ltd,76 615 655 699
FightMND,GRACosway Pty Ltd,50 082 123 822
Enberg Pty Ltd and Brenderwin Corporation Pty Ltd,Commercial Licensing Specialists,33 134 318 595
EML Payments,SAS Group,33 136 520 548
EMANUEL EXPORTS PTY LIMITED,Bossy Group,24166898488
Ellume,Condren Media Pty Ltd,47 166 472 813
Elliott Green Power,PremierNational,71 619 450 841
Ener-G Management Group,PolicyWonks,50 463 070 316
eleXsys Energy Pty Ltd,SAS Group,33 136 520 548
Eleven Dive Bar Pty Ltd,MB Liquor Licensing,52 651 224 609
Employsure,SEC Newgate,38162366056
Electro Optic Systems Pty Ltd,CMAX Advisory,73 130 740 546
Elanor Investors,Hawker Britton,79 109 681 405
EDWARDS LIFESCIENCES PTY LIMITED,GRACosway Pty Ltd,50 082 123 822
Education Testing Service,Primary Communication,36617864347
EDF Renewables Australia,Taylor Connect,39 632 234 916
exci pty ltd previously Fireball International,Strategic Pathways Consulting,ABN 56242935104
EQT PARTNERS AUSTRALIA PTY LTD,GRACosway Pty Ltd,50 082 123 822
Elenium Automation,Royce Comm,91 167 042 408
East West Line Parks ,Marketplace Communications,23 011 007 293
DrinkWise Australia Ltd,GRACosway Pty Ltd,50 082 123 822
Dreamtint Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Elgas,Primary Communication,36617864347
ER Community 24,Jutsum Advisory Pty Ltd,68 973 583 422
Eaton Industries,Primary Communication,36617864347
DoorDash Inc,Profile Consulting (Aust) Pty Ltd,47 166 122 434
Domino's Pizza Enterprises  Limited,SEC Newgate,38162366056
DocuSign,Diplomacy,17148998645
DJI Technology Australia Pty Ltd,TG Public Affairs,23630677673
EnviroGold Global,PolicyWonks,50 463 070 316
Downer Group,Anacta Strategies Pty Ltd,64 633 978 677
DJB Global Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Distcliff Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Direct Fright Express Pty Ltd ,Cornerstone Group,9915 3936 719
DIMENSION DATA AUSTRALIA PTY LIMITED,Sling and Stone,87 145 965 466
Diggers Services Club,Jacaranda Advisory,41 673 550 487
Dietitians Australia,Mission Consulting Solutions,32660516974
Engineered Investments (NSW) Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Diatreme Resources,Anacta Strategies Pty Ltd,64 633 978 677
Eastern Domestic Violence Service Inc. (EDVOS),Willard Public Affairs Pty Ltd,17 165 851 856
Dimension Data,Statecraft Pty Ltd,90 116 598 924
DHL Supply Chain Pty Ltd,Willard Public Affairs Pty Ltd,17 165 851 856
Dexus Holdings Pty Ltd,SEC Newgate,38162366056
DRA Global,Cannings Purple,37 108 802 366
eBay International AG,Willard Public Affairs Pty Ltd,17 165 851 856
Devine Property Group Pty Ltd,Anacta Strategies Pty Ltd,64 633 978 677
DEPUTECHNOLOGIES PTY LTD,Sling and Stone,87 145 965 466
DGT Employment Training,BB Win Win Outcomes,91 671 079 056
Demographia Australia Inc,GR Solutions,28 125 233 543
Dexus Funds Management Limited,Anacta Strategies Pty Ltd,64 633 978 677
DPL Medical Pty Limited,Cornerstone Group,9915 3936 719
Diageo Australia,SEC Newgate,38162366056
Delaware North,MCM Strategic Communications Pty Ltd,63272133108
Dennis Family Corporation,Hawker Britton,79 109 681 405
Davidson,Anacta Strategies Pty Ltd,64 633 978 677
Dataminr Australia Pty Ltd,Christmas Jalili,26614088881
Dell Technologies,Cornerstone Group,9915 3936 719
DJGolf Pty Ltd,Precise Hospitality Licensing,46220117164
Dangi Pub Pty Ltd,Precise Hospitality Licensing,46220117164
Designer Life,BB Win Win Outcomes,91 671 079 056
D&W Republic Pty Ltd,Precise Hospitality Licensing,46220117164
D&L Events,PolicyWonks,50 463 070 316
DGL Group,Hawker Britton,79 109 681 405
Cypressa Pty Ltd ,Commercial Licensing Specialists,33 134 318 595
Cubic Transportation Systems,Hawker Britton,79 109 681 405
CSL Behring LLC,TG Public Affairs,23630677673
Deliveroo Australia Pty Ltd,The PR Counsel Pty Ltd,27611490325
CROWLEY AUSTRALIA PTY LTD,CMAX Advisory,73 130 740 546
Cystic Fibrosis Qld Pty Ltd,BBS Communications Group Pty Ltd,34 010 899 779
Cracknell and Lonergan Architects Pty Ltd,Cornerstone Group,9915 3936 719
Defence Bank,Daniel McDougall,22 535 615 464
Dell Australia Pty Ltd,Cornerstone Group,9915 3936 719
Dalby Asian Food Pty Ltd,Precise Hospitality Licensing,46220117164
Costa Group,Next Level Strategic Services,27 613 857 668
Coronado Global Resources,Next Level Strategic Services,27 613 857 668
CropLife Australia,TG Public Affairs,23630677673
CoreLogic RP Data,Statecraft Pty Ltd,90 116 598 924
CopperString 2.0,DPG Advisory Solutions Pty Ltd,14 634 403 115
DASSAULT SYSTEMES AUSTRALIA PTY LTD,CMAX Advisory,73 130 740 546
Coolgaree Bay Sports & Bistro Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Coolangatta Football Club,Jacaranda Advisory,41 673 550 487
CSI-Southport,Zealifi,66 129 799 408
Consolidated Tin Mines Ltd,The Premier Communications Group,7313 750 8555
Consolidated Properties,Next Level Strategic Services,27 613 857 668
Community Management Solutions,Hawker Britton,79 109 681 405
Communify,BB Win Win Outcomes,91 671 079 056
COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION,Sling and Stone,87 145 965 466
Cowboys Leagues Club,Jacaranda Advisory,41 673 550 487
Commitee for Southport,Staerk Government and Media,32 844 592 574
Council of International Students Australia,Primary Communication,36617864347
Cochlear Limited,TG Public Affairs,23630677673
Coca-Cola South Pacific,TG Public Affairs,23630677673
Clubs Queensland,Social Impact (Qld),13 112 982 323
Clothing the Gaps,Hawker Britton,79 109 681 405
Clontarf Foundation,SEC Newgate,38162366056
D.A. Hall & Co,PolicyWonks,50 463 070 316
Consumer Household Equipment Rental Providers Association Inc.,Cornerstone Group,9915 3936 719
Clemenger BBDO,GRACosway Pty Ltd,50 082 123 822
Clean Energy Investor Group,Spring Street Advisory,92 603 411 650
Cornerstone Properties,Next Level Strategic Services,27 613 857 668
Clarence Property Group,Promedia Public Relations,52 010 453 826
Claire Mammino ,Commercial Licensing Specialists,33 134 318 595
City Golf Club Inc,DWS Hospitality Specialists,50 113 985 247
Citrix Systems Asia Pacific Pty Ltd,Hawker Britton,79 109 681 405
Cipla Australia,Kurrajong Strategic Counsel,14 625 954 912
Clayton Enterprises Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Chris O'Brien Lifehouse,CMAX Advisory,73 130 740 546
ChildAware,Royce Comm,91 167 042 408
Cherrabah Homestead Resort ,Marketplace Communications,23 011 007 293
Charter Hall,Rowland Pty Ltd,59 011 033 364
Challenger Limited,DPG Advisory Solutions Pty Ltd,14 634 403 115
Coviu,TG Public Affairs,23630677673
CENTREX LIMITED,Hawker Britton,79 109 681 405
Centre for Indigenous Training,Staerk Government and Media,32 844 592 574
Centre for Indigenous Policy,Staerk Government and Media,32 844 592 574
Centenary Memorial Gardens,PolicyWonks,50 463 070 316
Cedar Woods Properties Ltd,Promedia Public Relations,52 010 453 826
CBD Settlers Cove Pty Ltd,Project Urban Pty Ltd,97 608 895 923
Cave 88 Barbers Pty Ltd,Precise Hospitality Licensing,46220117164
Catholic Education,DPG Advisory Solutions Pty Ltd,14 634 403 115
Catholic Archdiocese of Brisbane,Charitably Speaking,44 187 225 269
CEREBRAL PALSY ALLIANCE,Hawker Britton,79 109 681 405
Coogee Chemicals Pty Ltd,Riley Mathewson Public Relations,97 081 134 698
Coles Supermarket ,DPG Advisory Solutions Pty Ltd,14 634 403 115
Carteck Pty Ltd,Jacaranda Advisory,41 673 550 487
Carpentaria Buffalo Club Mount Isa Inc,Zealifi,66 129 799 408
Carnival Australia,SEC Newgate,38162366056
Carina Leagues Club Ltd,DWS Hospitality Specialists,50 113 985 247
ComLink,Daniel McDougall,22 535 615 464
Cleveland Bowls Club,Jacaranda Advisory,41 673 550 487
Caravan Industry Association of Australia,Royce Comm,91 167 042 408
Caption It Pty Ltd,Cornerstone Group,9915 3936 719
Capricorn Shipping Pty Ltd,GR Solutions,28 125 233 543
Capalaba Lawn Bowls Club Inc,Zealifi,66 129 799 408
Catalyst Health REIT,TG Public Affairs,23630677673
Climate Council of Australia,PremierNational,71 619 450 841
Camp Australia Proprietary Limited,GRACosway Pty Ltd,50 082 123 822
Caltex Australia Petroleum Pty Ltd,Willard Public Affairs Pty Ltd,17 165 851 856
Callaghan Road Pty Ltd,Anacta Strategies Pty Ltd,64 633 978 677
Caesars Entertainment LTD,Davies Public Affairs Pty Ltd,621730890
Caboolture Sports Club Inc,Jacaranda Advisory,41 673 550 487
C2C Properties Pty  Ltd,Liquor Licensing Consultants,58 679 042 968
Bustech Pty Ltd,GC Advisory,60 628 010 855
Burleigh Pavilion Pty Ltd,Staerk Government and Media,32 844 592 574
Caloundra Central Pty Ltd,Project Urban Pty Ltd,97 608 895 923
Bunnings,SEC Newgate,38162366056
Building Designers Association  of Victoria,FPL Advisory,34123819385
BRP,PolicyWonks,50 463 070 316
Brothers Leagues Club Ipswich,Zealifi,66 129 799 408
Brooks Australia,Next Level Strategic Services,27 613 857 668
Centuria Health,Social Impact (Qld),13 112 982 323
Carter Mills Hotels Pty Ltd ,Commercial Licensing Specialists,33 134 318 595
British American Tobacco Australia Pty Ltd,Strategic Political Counsel,24613884763
Bunnings Group Limited,GRACosway Pty Ltd,50 082 123 822
Brisbane Racing Club,Jacaranda Advisory,41 673 550 487
Brisbane Marine Pilots Pty Ltd.,Hawker Britton,79 109 681 405
Brisbane Bombers,PolicyWonks,50 463 070 316
Caravan Trade and Industries Association of Queensland,PolicyWonks,50 463 070 316
Brisbane Airport Corporation,TG Public Affairs,23630677673
Bridgeman,Richardson Coutts Pty Ltd,20 126 507 211
Brickworks Limited,SEC Newgate,38162366056
Bricklet Ltd,Santoro Consulting,21 131 482 230
Bricklane Brewing Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Castlerock,Hawker Britton,79 109 681 405
Bribie Island Beach Bar and Cafe,Jacaranda Advisory,41 673 550 487
Bravehearts Inc. ,Cornerstone Group,9915 3936 719
Brookfield Capital (Australia) Pty Ltd,GRACosway Pty Ltd,50 082 123 822
Bowen Coking Coal,Next Level Strategic Services,27 613 857 668
Brisbane South PHN,The Inner Circle Strategic Advisory,75634265311
Booking.com,FTI Consulting,49 160 397 811
BOND University,Promedia Public Relations,52 010 453 826
BOHEMIA INTERACTIVE AUSTRALIA PTY LTD,CMAX Advisory,73 130 740 546
BOC Ltd,Primary Communication,36617864347
Career FAQs Pty Ltd,Primary Communication,36617864347
BMI Group,Next Level Strategic Services,27 613 857 668
Brighte,Momentum Strategic Communication Services,66 196 172 628
Boss Capital Holdings,Social Impact (Qld),13 112 982 323
Blue Fin Fishing Club ,Jacaranda Advisory,41 673 550 487
Blanke Ark CQ Pty Ltd,MB Liquor Licensing,52 651 224 609
Campervan and Motorhome Club of Australia,Tony Charters and Associates,73 072 601 560
BlackBerry,TG Public Affairs,23630677673
Boyuan Holdings Limited (BHL),The Premier Communications Group,7313 750 8555
Black Flag Brewery Pty Ltd,MB Liquor Licensing,52 651 224 609
Bishopp Outdoor Advertising Pty Ltd,Govstrat Pty Ltd,64 964 952 044
Bombardier Recreational Products ,Spring Street Advisory,92 603 411 650
BioMarin Pharmaceutical Australia,Ogilvy PR Agency Pty Limited,89 096 965 794
Biointelect Pty Ltd,Nexus APAC Pty Ltd,76 615 655 699
Brookfield Properties,Rowland Pty Ltd,59 011 033 364
BM Nominees Pty Ltd,Commercial Licensing Specialists,33 134 318 595
Blue Stamp Company,BB Win Win Outcomes,91 671 079 056
Biocelect Pty Ltd,Nexus APAC Pty Ltd,76 615 655 699
BIGCOMMERCE PTY LTD,Sling and Stone,87 145 965 466
Big Issue in Australia Limited,Antinomies Advisory Ptd Ltd,35 441 514 971
BMT,Lunik,83615178571
Beyond Zero Emissions Inc,PremierNational,71 619 450 841
Bistro @ Kurrawa Pty Ltd ,Commercial Licensing Specialists,33 134 318 595
Beulah International,TG Public Affairs,23630677673
bet365,MCM Strategic Communications Pty Ltd,63272133108
BioCina,Nexus APAC Pty Ltd,76 615 655 699
Bengal Energy,SAS Group,33 136 520 548
Bellberry Limited,TG Public Affairs,23630677673
Bell Shakespeare,Ogilvy PR Agency Pty Limited,89 096 965 794
BEHAVIOURAL INSIGHTS (AUSTRALIA) PTY LTD,Sling and Stone,87 145 965 466
Beerwah Homemaker Centre,Project Urban Pty Ltd,97 608 895 923
Biogen Australia Pty Ltd,GRACosway Pty Ltd,50 082 123 822
Beef Australia,Taylor Connect,39 632 234 916
bet365 Group Limited,MCM Strategic Communications Pty Ltd,63272133108
Bendigo and Adelaide Bank Limited,GRACosway Pty Ltd,50 082 123 822
Beam Mobility Australia Pty Ltd,GRACosway Pty Ltd,50 082 123 822
Blackdown Accommodation Services Pty Ltd,Liquor Licensing Consultants,58 679 042 968
Be Defib Aware Indigenous Corporation,Hawker Britton,79 109 681 405
Bayman Coast Touring Australia Pty Ltd,Jacaranda Advisory,41 673 550 487
BATCHFIRE RESOURCES,Govstrat Pty Ltd,64 964 952 044
Beam Suntory Australia,Richardson Coutts Pty Ltd,20 126 507 211
Banana Shire Council,Taylor Connect,39 632 234 916
Balanz,BB Win Win Outcomes,91 671 079 056
BIOGENE PTY LTD,Walsh Stevens,18084661441
Bain & Company,GRACosway Pty Ltd,50 082 123 822
Baidam Solutions Pty Ltd,Capital Integrity,99 649 180 898
BAI Communications Australia,GRACosway Pty Ltd,50 082 123 822
Baby Bunting,Antinomies Advisory Ptd Ltd,35 441 514 971
B. Braun Avitum Australia Pty Ltd,Strategic Political Counsel,24613884763
B & T Corrigan Investments Pty Ltd T/A The Great British Fryer North Lakes,Jacaranda Advisory,41 673 550 487
Axis Minerals Pty Ltd,Jutsum Advisory Pty Ltd,68 973 583 422
Axent Holdings Pty Ltd,Government and Corporate Advisory Network,14 641 055 272
Axelom Capital Group,BB Win Win Outcomes,91 671 079 056
AVID Property Group,BBS Communications Group Pty Ltd,34 010 899 779
Avanti Healthy Living,BBS Communications Group Pty Ltd,34 010 899 779
Avant Mutual Group Limited,GRACosway Pty Ltd,50 082 123 822
Baker Hughes,PolicyWonks,50 463 070 316
AUTODESK AUSTRALIA PTY. LTD.,Sling and Stone,87 145 965 466
AV Jennings,Next Level Strategic Services,27 613 857 668
Beenleigh Sports & Community Club Inc,Jacaranda Advisory,41 673 550 487
Australian Tourism Industry Council,Royce Comm,91 167 042 408
Australian Sugar Milling Council,PolicyWonks,50 463 070 316
Australian Solar Group Limited,Jeanes Holland  & Associates,41 059 328 853
Australian Solar Energy Society,PremierNational,71 619 450 841
Australian Society of Ophthalmologists (ASO),Australian Society Of Ophthalmologists (formerly Vanguard Consulting & Services),29454001424
Austrata Finance Pty Ltd,PremierNational,71 619 450 841
Australian Retailers Association,TG Public Affairs,23630677673
BAI Communications,GRACosway Pty Ltd,50 082 123 822
Australian Pompe Association,Ogilvy PR Agency Pty Limited,89 096 965 794
Australian Owned Contractors Ltd,GRA Partners Pty Limited,56 131 702 755
Australian Orthopaedic Foot and Ankle Society,TG Public Affairs,23630677673
Australian Natural Therapists Association,Unravelling Red Tape Pty Ltd,69 626 524 178
Australian Resort Week,Staerk Government and Media,32 844 592 574
Australian Veterinary Association (ABN 63 008 522 852),Australian Public Affairs,20 098 705 403
Australian Lottery and Newsagents Association,Empower Pty Ltd,33633821366
